Date,How Much Did I Spend Today?,High,Low,Close,Adj Close,Volume,PercentChange
12/24/1996,74.843697,75.203102,74.796799,75.203102,50.960808,633000,0.007325648
12/26/1996,75.4375,75.828102,75.375,75.781197,51.352516,1384300,0.007687116
12/27/1996,75.781197,76.031197,75.5,75.875,51.416092,410400,0.001237814
12/30/1996,76.125,76.125,75.156197,75.218697,50.971348,694100,-0.008649792
12/31/1996,75.281197,75.375,73.843697,73.843697,50.039604,1378100,-0.018280029
1/2/1997,74.375,74.375,72.75,74.031197,50.166637,2031900,0.002539147
1/3/1997,74.375,75.125,74.078102,75.093697,50.886654,2123200,0.014352058
1/6/1997,75.093697,75.4375,74.3125,74.4375,50.441986,1374100,-0.008738377
1/7/1997,74.4375,75.468697,74.125,75.343697,51.056068,939000,0.012173931
1/8/1997,75.75,75.781197,74.6875,74.6875,50.611412,1802200,-0.008709381
1/9/1997,75.0625,75.875,74.9375,75.3125,51.034935,1415700,0.008368201
1/10/1997,74.25,76.25,74.25,76.125,51.585491,2369500,0.010788382
1/13/1997,76.5,76.5,75.640602,76.015602,51.511368,1364600,-0.001437084
1/14/1997,76.6875,77.390602,76.5,76.968697,52.157211,2111200,0.01253815
1/15/1997,76.718697,77.203102,76.375,76.781197,52.030186,1583900,-0.002436055
1/16/1997,77.031197,77.296799,76.5,77.093697,52.241917,1308400,0.004070007
1/17/1997,77.203102,77.75,77.109299,77.5625,52.559605,1604000,0.006080951
1/20/1997,77.75,78.093697,77.468697,77.656197,52.623089,1889900,0.001208019
1/21/1997,77.375,78.546799,77.109299,78.281197,53.046638,2785800,0.008048295
1/22/1997,78.3125,78.843697,77.875,78.843697,53.427788,1201600,0.007185634
1/23/1997,79.0625,79.6875,76.906197,77.75,52.686653,2601100,-0.013871711
1/24/1997,77.875,77.906197,76.75,76.75,52.009022,2176000,-0.012861736
1/27/1997,76.875,77.234299,76.375,76.531197,51.860764,2108500,-0.002850853
1/28/1997,77.625,77.843697,76,76.75,52.009022,4376000,0.002859004
1/29/1997,76.875,77.5,76.593697,77.5,52.517292,1122700,0.009771987
1/30/1997,77.875,78.531197,77.406197,78.5,53.194904,2126300,0.012903226
1/31/1997,78.9375,79.406197,78.375,78.406197,53.131325,3208100,-0.001194943
2/3/1997,78.718697,78.890602,78.359299,78.640602,53.290195,755000,0.002989623
2/4/1997,78.75,79.203102,78.4375,79.125,53.618439,654100,0.006159643
2/5/1997,79.234299,79.468697,77.125,77.640602,52.612549,2255400,-0.018760164
2/6/1997,77.781197,78.203102,77.406197,78.156197,52.961929,2483100,0.006640791
2/7/1997,78.8125,79.25,77.781197,79.218697,53.681927,2321000,0.013594571
2/10/1997,79.25,79.531197,78.421799,78.468697,53.173676,1670000,-0.009467462
2/11/1997,78.781197,79.375,78.125,79.375,53.787865,1664300,0.011549867
2/12/1997,79.375,80.640602,79.265602,80.5,54.550179,2675400,0.014173228
2/13/1997,80.8125,81.5625,80.6875,81.375,55.143112,1104800,0.010869565
2/14/1997,81.1875,81.468697,80.906197,81.1875,55.016068,1112900,-0.002304147
2/18/1997,81.343697,81.9375,80.75,81.875,55.481937,833100,0.008468052
2/19/1997,81.656197,82,81.156197,81.328102,55.11132,648100,-0.00667967
2/20/1997,81.031197,81.359299,80.156197,80.343697,54.444294,1193900,-0.012104119
2/21/1997,80.406197,80.765602,80.140602,80.375,54.465466,1844400,0.000389614
2/24/1997,79.968697,81.375,79.968697,81.328102,55.11132,787300,0.01185819
2/25/1997,81.406197,81.531197,80.875,81.390602,55.153683,1653900,0.000768492
2/26/1997,81.3125,81.4375,79.625,80.593697,54.613678,1597800,-0.009791118
2/27/1997,80.8125,80.8125,79.375,79.390602,53.798412,1813100,-0.014927904
2/28/1997,79.25,79.875,79.0625,79.156197,53.639565,2961200,-0.002952554
3/3/1997,78.75,79.75,78.6875,79.6875,53.999592,1210400,0.006712083
3/4/1997,79.906197,80.125,79.093697,79.25,53.703133,1478700,-0.005490196
3/5/1997,79.718697,80.593697,79.453102,80.593697,54.613678,1254800,0.016955167
3/6/1997,80.625,80.906197,79.875,80.125,54.296066,1528500,-0.005815554
3/7/1997,80.4375,81.156197,80.25,80.843697,54.783085,1859300,0.008969697
3/10/1997,80.9375,81.6875,80.546799,81.6875,55.354881,1074900,0.010437462
3/11/1997,81.75,81.796799,81.25,81.25,55.058414,624600,-0.005355777
3/12/1997,81.3125,81.343697,80.296799,80.531197,54.571346,1055600,-0.008846806
3/13/1997,80.25,80.468697,79.0625,79.281197,53.724258,2514100,-0.015521935
3/14/1997,79.640602,80.031197,79.25,79.6875,53.999592,1642700,0.005124834
3/17/1997,79.25,80.031197,78.4375,79.906197,54.147827,3013500,0.002744433
3/18/1997,80,80.109299,78.718697,79.046799,53.56543,1352500,-0.010755086
3/19/1997,78.843697,79.5,78.0625,78.781197,53.385456,1510000,-0.00336006
3/20/1997,78.75,79,77.875,78.375,53.110184,1808200,-0.005156015
3/21/1997,78.6875,78.75,78.343697,78.4375,53.356087,2810600,0.000797448
3/24/1997,78.5,79.578102,78.093697,79.531197,54.100098,2145600,0.013943547
3/25/1997,79.343697,79.968697,78.531197,78.75,53.568672,2125800,-0.009822523
3/26/1997,79.0625,79.656197,78.6875,79.093697,53.802464,1335300,0.004364406
3/27/1997,79.375,79.375,76.156197,77,52.378269,2898500,-0.026471098
3/31/1997,76.906197,77.125,75.25,75.375,51.272881,4270700,-0.021103896
4/1/1997,75.25,76.1875,75.046799,75.859299,51.602322,3210900,0.006425194
4/2/1997,75.625,75.9375,74.4375,74.5,50.677673,2672700,-0.017918687
4/3/1997,74.4375,75.125,74.1875,74.906197,50.953979,2284200,0.005452309
4/4/1997,74.5,75.859299,74.156197,75.843697,51.591698,3706700,0.012515653
4/7/1997,76.1875,76.625,76.140602,76.140602,51.793686,2596200,0.003914696
4/8/1997,76.125,76.781197,75.843697,76.6875,52.165691,1822700,0.007182738
4/9/1997,77,77.046799,75.843697,76.0625,51.740524,2453200,-0.008149959
4/10/1997,76.093697,76.546799,75.6875,75.781197,51.549187,1996500,-0.003698314
4/11/1997,75.0625,75.3125,73.375,73.375,49.912415,4221600,-0.0317519
4/14/1997,73.734299,74.453102,73.3125,74.359299,50.58197,3988500,0.013414637
4/15/1997,75.25,75.640602,74.5,75.625,51.442936,2760400,0.017021422
4/16/1997,75.375,76.609299,75.25,76.5,52.038151,2273300,0.011570248
4/17/1997,76.5,77,76,76.1875,51.825562,1386000,-0.004084967
4/18/1997,76.8125,76.984299,76.25,76.5625,52.080647,1702100,0.004922067
4/21/1997,76.75,76.906197,75.468697,76.0625,51.740524,2809400,-0.006530612
4/22/1997,76.109299,77.734299,76,77.734299,52.877754,3215000,0.02197928
4/23/1997,77.656197,78.031197,77.1875,77.8125,52.930973,2047700,0.001006004
4/24/1997,78.046799,78.281197,76.875,77.421799,52.665161,2689900,-0.005021057
4/25/1997,77.0625,77.203102,76.421799,76.531197,52.059368,1606200,-0.011503246
4/28/1997,76.5,77.8125,76.375,77.281197,52.56955,1666500,0.009799925
4/29/1997,78.593697,79.781197,78.296799,79.718697,54.227627,3197400,0.031540661
4/30/1997,79.25,80.6875,79.218697,80.093697,54.482716,3372200,0.004704041
5/1/1997,80.218697,80.531197,79.3125,80,54.418961,2149500,-0.001169842
5/2/1997,80.281197,81.671799,80.0625,81.4375,55.396812,1448300,0.01796875
5/5/1997,81.656197,83.5625,81.296799,83.375,56.714767,3636200,0.023791251
5/6/1997,82.968697,83.468697,82.5,83.3125,56.672256,1721100,-0.000749625
5/7/1997,83,83,81.406197,81.5,55.439339,2327200,-0.021755439
5/8/1997,81.3125,83.218697,81.1875,82.0625,55.821983,2923700,0.00690184
5/9/1997,82.968697,83.125,81.656197,82.625,56.204575,2558200,0.006854532
5/12/1997,82.9375,84.25,82.875,84,57.139942,2357900,0.016641452
5/13/1997,83.9375,84.093697,83.015602,83.656197,56.906048,1195100,-0.004092893
5/14/1997,84.234299,84.5,83.4375,83.8125,57.01239,2772000,0.001868397
5/15/1997,83.8125,84.593697,83.515602,84.375,57.395,884100,0.006711409
5/16/1997,84.125,84.3125,83,83.218697,56.608444,1934200,-0.013704332
5/19/1997,83.3125,83.906197,83.0625,83.468697,56.778492,1375800,0.003004133
5/20/1997,83.281197,84.6875,82.75,84.468697,57.458733,1756400,0.011980539
5/21/1997,84.6875,84.984299,83.656197,84.281197,57.331226,1208000,-0.002219757
5/22/1997,84.375,84.468697,83.5625,84,57.139942,907600,-0.003336414
5/23/1997,84.375,85.218697,84.156197,84.781197,57.671345,644400,0.009299964
5/27/1997,84.375,85.531197,84.265602,85.125,57.90517,1531000,0.00405518
5/28/1997,85.125,85.453102,84.515602,85.109299,57.894505,716700,-0.000184446
5/29/1997,85.093697,85.25,84.5,84.609299,57.55439,1282700,-0.005874799
5/30/1997,83.218697,85.5625,83.125,85.156197,57.926418,2143300,0.006463805
6/2/1997,85.343697,85.5,84.718697,84.781197,57.671345,1479100,-0.004403672
6/3/1997,84.406197,85.4375,84.343697,84.5,57.480034,1562100,-0.003316738
6/4/1997,84.531197,84.75,84.078102,84.406197,57.416218,1063100,-0.001110095
6/5/1997,84.593697,85.3125,84.421799,84.718697,57.628803,1180800,0.003702335
6/6/1997,84.593697,86.4375,84.593697,86.375,58.755493,1511100,0.019550619
6/9/1997,86.4375,86.875,86.343697,86.8125,59.053036,1823400,0.005065123
6/10/1997,86.843697,87.406197,86.5,87.078102,59.233768,1217500,0.00305949
6/11/1997,87,87.406197,86.828102,87.281197,59.371902,1673800,0.002332331
6/12/1997,87.875,89,87.5625,88.968697,60.519848,4273300,0.019334061
6/13/1997,89.0625,90,88.906197,89.718697,61.029976,2132900,0.008429931
6/16/1997,89.75,90,89.468697,89.75,61.051258,800400,0.000348902
6/17/1997,89.4375,90.234299,88.9375,89.625,60.966274,2048100,-0.001392758
6/18/1997,89.125,89.625,88.968697,89.3125,60.753666,1971900,-0.00348675
6/19/1997,89.609299,90.5,89.375,90.234299,61.380722,2029900,0.010321052
6/20/1997,89.9375,90.343697,89.5,89.578102,61.171612,1396900,-0.007272146
6/23/1997,89.406197,89.906197,87.343697,87.406197,59.688442,3991500,-0.024245937
6/24/1997,88.25,89.875,88,89.625,61.203632,4895100,0.025384962
6/25/1997,89.484299,90.25,87.9375,89,60.776833,4708900,-0.006973501
6/26/1997,88.843697,89.625,87.6875,88.5625,60.478073,2569900,-0.00491573
6/27/1997,88.968697,89.718697,88.6875,88.906197,60.712795,2617900,0.003880841
6/30/1997,88.906197,89.468697,87.875,88.3125,60.307362,2384900,-0.006677791
7/1/1997,88.5,89.5625,88.390602,89.343697,61.011524,1749000,0.011676682
7/2/1997,89.5625,90.8125,89.218697,90.8125,62.01458,1961800,0.016439917
7/3/1997,91.875,92.156197,91.468697,92.0625,62.868179,2539100,0.013764625
7/7/1997,92.375,92.5,90.906197,91.125,62.227947,1158600,-0.010183299
7/8/1997,91.25,92.1875,91.1875,92.078102,62.878853,3396500,0.010459281
7/9/1997,92.3125,92.375,90.031197,91.0625,62.185295,5390300,-0.011029789
7/10/1997,91.125,91.843697,90.484299,91.468697,62.462677,2072200,0.00446064
7/11/1997,91.593697,92.1875,91.375,91.781197,62.67609,2258900,0.003416469
7/14/1997,91.890602,92.3125,91.218697,92.0625,62.868179,3186400,0.003064931
7/15/1997,92.3125,92.765602,91.468697,92.531197,63.188251,2983100,0.005091074
7/16/1997,93.125,94.093697,92.890602,93.75,64.020523,2621300,0.013171806
7/17/1997,93.625,93.8125,92.781197,93.281197,63.700436,1794800,-0.005000565
7/18/1997,93.015602,93.218697,91.0625,91.296799,62.34531,3961900,-0.02127329
7/21/1997,91.281197,91.593697,90.6875,91.3125,62.355999,3810300,0.000171978
7/22/1997,91.6875,93.796799,91.625,93.734299,64.009811,4243400,0.026522097
7/23/1997,93.9375,94.484299,93.531197,93.656197,63.956528,3204300,-0.000833228
7/24/1997,93.9375,94.265602,92.6875,94.093697,64.255257,4152700,0.004671341
7/25/1997,94.5625,94.8125,93.625,94.031197,64.212578,2364800,-0.000664232
7/28/1997,94.25,94.5625,93.5,93.968697,64.169868,2794700,-0.000664673
7/29/1997,93.625,94.468697,93.421799,94.281197,64.383293,2737100,0.003325576
7/30/1997,94.5,95.625,94.406197,95.406197,65.15152,4839800,0.01193239
7/31/1997,95.406197,96.031197,95.031197,95.3125,65.087578,2138700,-0.000982085
8/1/1997,95.5,95.718697,93.8125,94.9375,64.831459,7077700,-0.003934426
8/4/1997,94.781197,95.546799,94.406197,95.1875,65.002205,2339500,0.002633311
8/5/1997,95.093697,95.6875,94.906197,95.25,65.044899,1466700,0.000656599
8/6/1997,95.4375,96.531197,95.0625,96.031197,65.578316,2478200,0.008201543
8/7/1997,96.5,96.625,95.125,95.3125,65.087578,3641900,-0.007483995
8/8/1997,94.3125,94.75,92.406197,93.375,63.764469,7113100,-0.020327869
8/11/1997,93.75,94.281197,92.625,94.0625,64.23394,6355900,0.007362784
8/12/1997,94.218697,94.546799,92.468697,92.5625,63.209591,6132500,-0.015946844
8/13/1997,93.6875,93.843697,91.468697,92.281197,63.017532,6982300,-0.00303906
8/14/1997,93.093697,93.3125,91.718697,92.625,63.252319,3462700,0.003725602
8/15/1997,92.125,92.125,89.625,89.781197,61.31031,4907100,-0.030702327
8/18/1997,90.375,91.781197,89.343697,91.781197,62.67609,5638900,0.022276379
8/19/1997,92.218697,92.906197,91.531197,92.843697,63.40168,3802800,0.011576445
8/20/1997,92.9375,94.3125,92.609299,94.25,64.361969,3564600,0.015146995
8/21/1997,94.125,94.25,92.093697,92.593697,63.230919,5392600,-0.017573507
8/22/1997,91,92.734299,90.5625,92.5625,63.209591,8087800,-0.000336924
8/25/1997,92.781197,93.406197,91.843697,92.218697,62.974857,3888000,-0.00371428
8/26/1997,92,92.5625,90.703102,90.859299,62.046543,4290000,-0.014741024
8/27/1997,91,91.968697,90.406197,91.406197,62.419975,5484300,0.006019175
8/28/1997,91.1875,91.9375,90,90.015602,61.470379,4287900,-0.015213356
8/29/1997,90.125,91.109299,89.718697,90.375,61.715797,2652300,0.003992619
9/2/1997,90.6875,93.359299,90.593697,93.3125,63.72176,7294000,0.032503458
9/3/1997,93.296799,94,92.75,92.8125,63.38036,2812500,-0.005358339
9/4/1997,93.0625,93.718697,92.75,93.406197,63.785778,2473700,0.006396735
9/5/1997,93.968697,94.4375,92.593697,93.140602,63.60442,3663300,-0.002843441
9/8/1997,93.718697,94,93.3125,93.546799,63.881798,803500,0.004361116
9/9/1997,93.218697,94.281197,92.906197,93.593697,63.913822,1885200,0.000501332
9/10/1997,93.125,93.5,91.656197,91.656197,62.590702,3623700,-0.02070118
9/11/1997,91.781197,91.906197,90.25,91.1875,62.270664,7055900,-0.005113642
9/12/1997,92,92.968697,90.9375,92.656197,63.273605,6708000,0.016106341
9/15/1997,92.656197,93.3125,92.1875,92.5,63.166924,2060500,-0.00168577
9/16/1997,93.3125,95.281197,93.031197,94.8125,64.746109,6979000,0.025
9/17/1997,95.375,95.5,94.5,94.8125,64.746109,2220000,0
9/18/1997,95,96.375,94.968697,95.218697,65.023529,5045400,0.004284214
9/19/1997,94.656197,95.359299,94.406197,95.031197,65.133507,1566400,-0.001969151
9/22/1997,95.5,96.203102,95.218697,95.5625,65.497681,3259000,0.005590827
9/23/1997,95.5625,95.703102,94.75,95.125,65.197792,1872800,-0.004578156
9/24/1997,95.375,96.109299,94.281197,94.343697,64.662277,2793100,-0.008213435
9/25/1997,94.25,94.75,93.625,93.6875,64.212555,6327800,-0.006955388
9/26/1997,94.4375,94.8125,94.1875,94.468697,64.747955,3995800,0.008338327
9/29/1997,94.5,95.5625,94.156197,95.375,65.369133,2065000,0.009593686
9/30/1997,95,95.6875,94.375,94.375,64.683731,4137600,-0.010484928
10/1/1997,95.25,95.8125,94.781197,95.625,65.540512,3567500,0.013245033
10/2/1997,95.531197,96.1875,95.3125,96.156197,65.904594,2577500,0.005555001
10/3/1997,97.468697,97.75,95.343697,96.640602,66.23658,6499900,0.005037689
10/6/1997,97.3125,97.609299,96.906197,97.281197,66.675621,2272100,0.006628632
10/7/1997,97.531197,98.5,97.203102,98.1875,67.296822,1832800,0.009316322
10/8/1997,98.359299,98.375,96.734299,97.5,66.82563,4439400,-0.00700191
10/9/1997,96.781197,97.609299,96.218697,97.156197,66.589958,3607600,-0.003526185
10/10/1997,96.3125,96.984299,96.25,96.875,66.397232,2858100,-0.002894278
10/13/1997,97.343697,97.546799,96.718697,96.968697,66.461479,1760300,0.000967195
10/14/1997,97.468697,97.5,96.1875,97,66.48291,2235700,0.000322816
10/15/1997,96.3125,97.0625,96.281197,96.781197,66.332939,2601700,-0.002255701
10/16/1997,97.3125,97.5,95,95.25,65.283485,9488100,-0.015821224
10/17/1997,95.015602,95.375,93,94.281197,64.619453,8151300,-0.01017116
10/20/1997,94.843697,95.75,94.156197,95.625,65.540512,3636400,0.014253139
10/21/1997,96.218697,97.5,96.031197,97.484299,66.814827,5225400,0.01944365
10/22/1997,97.343697,97.390602,96.531197,96.843697,66.375771,4485200,-0.006571335
10/23/1997,94.9375,95.75,94.281197,94.9375,65.069267,8054100,-0.019683232
10/24/1997,96.156197,96.156197,93.671799,94,64.426743,6778700,-0.009874918
10/27/1997,93.015602,93.9375,86.843697,87.1875,59.757523,10840700,-0.072473404
10/28/1997,84.375,92.875,84.375,92.218697,63.205856,19548000,0.057705485
10/29/1997,92.5,93.75,91.281197,91.968697,63.034485,10134400,-0.002710947
10/30/1997,90.625,92.5625,89.75,89.9375,61.642319,9772900,-0.022085743
10/31/1997,91.8125,92.5,90.4375,92.0625,63.098816,7072700,0.023627519
11/3/1997,93.1875,94.375,92.875,94,64.426743,5548500,0.021045485
11/4/1997,93.875,94.4375,93.281197,94,64.426743,3455700,0
11/5/1997,94.1875,95.281197,93.843697,94.3125,64.640938,4774900,0.003324468
11/6/1997,94.031197,94.343697,93.5,93.953102,64.394577,3679800,-0.003810714
11/7/1997,92.375,93.25,91.4375,92.9375,63.698524,10606800,-0.01080967
11/10/1997,93.625,93.843697,92,92.375,63.312977,4347900,-0.006052455
11/11/1997,92.6875,93.0625,92.031197,92.406197,63.334377,3212400,0.000337721
11/12/1997,91.625,92.718697,90.375,90.5,62.027885,6775300,-0.020628454
11/13/1997,91.468697,92.156197,90.093697,91.8125,62.927441,8589600,0.014502762
11/14/1997,92.3125,93.390602,91.609299,93.0625,63.784199,5827900,0.013614704
11/17/1997,94.375,95.3125,94.031197,94.781197,64.962166,5149900,0.018468201
11/18/1997,94.8125,95.093697,93.890602,94.1875,64.555229,3433600,-0.006263869
11/19/1997,93.6875,95.0625,92.75,94.656197,64.87648,4387900,0.004976212
11/20/1997,95.3125,96.531197,95.281197,96.093697,65.861702,4822700,0.015186539
11/21/1997,96.625,96.8125,95.656197,96.75,66.311539,5436500,0.006829824
11/24/1997,96,96.343697,94.625,95,65.112122,4337200,-0.018087855
11/25/1997,95.625,95.8125,94.656197,95.25,65.283485,4525000,0.002631579
11/26/1997,95.875,95.984299,95.3125,95.531197,65.476204,2681100,0.002952199
11/28/1997,95.75,96.25,95.593697,95.625,65.540512,1564700,0.00098191
12/1/1997,96.218697,98.093697,96.031197,98.093697,67.232529,4850900,0.025816439
12/2/1997,97.6875,97.984299,97.25,97.5,66.82563,1974900,-0.006052346
12/3/1997,97.625,98.531197,96.875,97.781197,67.018326,3302500,0.002884072
12/4/1997,98.5,98.718697,97.375,97.6875,66.954086,2872500,-0.000958231
12/5/1997,97.375,99,97.125,98.9375,67.810837,3458800,0.012795905
12/8/1997,98.968697,99,98.25,98.656197,67.618073,2289200,-0.002843239
12/9/1997,98.218697,98.593697,97.625,98.0625,67.211151,1703000,-0.006017838
12/10/1997,97.5625,97.843697,96.468697,97.218697,66.632797,3558400,-0.008604747
12/11/1997,96.3125,96.593697,95.3125,95.5625,65.497681,5072800,-0.017035787
12/12/1997,96.4375,96.5,94.906197,95.75,65.626175,4478400,0.001962067
12/15/1997,96.25,97.109299,95.875,96.718697,66.290092,4674700,0.01011694
12/16/1997,97.218697,97.8125,96.875,97.3125,66.69706,2885800,0.006139485
12/17/1997,97.843697,97.875,96.703102,96.8125,66.354393,2236300,-0.005138086
12/18/1997,96.9375,96.9375,95.218697,95.875,65.71183,4658300,-0.009683667
12/19/1997,94.531197,95.875,92.375,94.781197,65.22068,8556000,-0.011408636
12/22/1997,95.4375,95.906197,94.5625,95.390602,65.640022,5136800,0.006429598
12/23/1997,95.4375,95.625,93.531197,93.6875,64.468071,4436500,-0.017853981
12/24/1997,94.4375,94.4375,93.25,93.406197,64.274506,2019200,-0.003002567
12/26/1997,94.125,94.125,93.406197,93.781197,64.532555,941800,0.004014723
12/29/1997,94.593697,95.718697,94.4375,95.625,65.801285,2080000,0.01966069
12/30/1997,95.9375,97.25,95.843697,97.125,66.833435,3616000,0.015686275
12/31/1997,96.875,97.625,96.6875,97.0625,66.790489,4359500,-0.000643501
1/2/1998,97.3125,97.656197,96.531197,97.5625,67.134521,2360900,0.00515132
1/5/1998,97.843697,98.4375,96.781197,97.781197,67.285019,4191800,0.002241609
1/6/1998,97.25,97.281197,96.1875,96.218697,66.209839,3154900,-0.015979555
1/7/1998,96.093697,96.718697,95.218697,96.468697,66.381851,4424200,0.002598248
1/8/1998,96.3125,96.3125,95.375,95.625,65.801285,3831000,-0.008745811
1/9/1998,95.25,95.5,91.906197,92.3125,63.521912,10258800,-0.034640523
1/12/1998,91.125,94.1875,90.906197,94,64.683105,12097900,0.018280298
1/13/1998,94.625,95.375,94.218697,95.3125,65.586258,5224900,0.013962766
1/14/1998,95.6875,95.968697,94.718697,95.75,65.887291,3770400,0.004590164
1/15/1998,95.5,95.75,94.8125,94.953102,65.338943,2875400,-0.008322695
1/16/1998,96.25,96.6875,95.656197,96.3125,66.274376,4374800,0.01431652
1/20/1998,96.6875,98.015602,96.5,97.875,67.349579,5091700,0.016223232
1/21/1998,97.218697,97.6875,96.156197,96.9375,66.704445,4699400,-0.009578544
1/22/1998,96.156197,96.875,95.875,96.078102,66.113083,4543400,-0.008865485
1/23/1998,96.5,96.781197,95,95.9375,66.016365,6350300,-0.001463414
1/26/1998,96.375,96.734299,95.406197,95.875,65.973343,4362900,-0.000651466
1/27/1998,95.8125,97.5,95.656197,96.843697,66.639908,7044200,0.01010375
1/28/1998,97.406197,98.109299,97.1875,97.718697,67.24202,4268600,0.009035178
1/29/1998,97.843697,99.5625,97.5625,98.25,67.607613,8007700,0.005437066
1/30/1998,98.781197,98.968697,98,98.3125,67.65062,3649100,0.000636132
2/2/1998,99.906197,100.5,99.75,99.9375,68.768814,5756300,0.016528926
2/3/1998,100,100.8125,99.718697,100.6875,69.284866,2759600,0.00750469
2/4/1998,100.281197,101.156197,99.9375,100.5625,69.198875,3374000,-0.001241465
2/5/1998,101.3125,101.593697,100.031197,100.5,69.155876,5076200,-0.000621504
2/6/1998,101,101.625,100.6875,101.625,69.93,5701200,0.01119403
2/9/1998,101.718697,101.75,100.718697,101.281197,69.69342,2322200,-0.003383055
2/10/1998,101.4375,102.468697,101.1875,102.25,70.360077,3660400,0.009565477
2/11/1998,102.093697,102.343697,101.703102,102.156197,70.295517,4073200,-0.000917389
2/12/1998,101.718697,102.9375,100.875,102.593697,70.596581,5024700,0.004282657
2/13/1998,102.1875,102.515602,101.875,102,70.188057,2101300,-0.005786876
2/17/1998,102.8125,103.093697,102.156197,102.5,70.532082,3055500,0.004901961
2/18/1998,102.3125,103.484299,102.281197,103.4375,71.177231,3007400,0.009146341
2/19/1998,103.25,103.406197,102.75,102.890602,70.800903,3387800,-0.005287231
2/20/1998,103.156197,103.718697,102.375,103.656197,71.32769,3707000,0.007440864
2/23/1998,104.25,104.25,103.343697,104.0625,71.6073,3227800,0.003919717
2/24/1998,103.906197,104.093697,102.9375,103.25,71.04821,3386800,-0.007807808
2/25/1998,103.75,104.875,103.625,104.531197,71.92981,3481800,0.012408688
2/26/1998,104.4375,105.218697,104.1875,105.125,72.338425,3187600,0.005680629
2/27/1998,104.968697,105.531197,104.531197,105.125,72.338425,3442900,0
3/2/1998,105.25,105.75,104.625,104.906197,72.187874,4252300,-0.00208136
3/3/1998,104.531197,105.625,104.531197,105.5,72.596458,3349200,0.005660323
3/4/1998,105.093697,105.406197,104.4375,104.8125,72.12336,4404100,-0.006516588
3/5/1998,103.5,104.4375,103.156197,103.843697,71.456749,7268000,-0.009243201
3/6/1998,104.5625,105.9375,104.4375,105.9375,72.897507,6896300,0.020163024
3/9/1998,105.531197,106.218697,105.25,105.5625,72.639458,3362800,-0.003539823
3/10/1998,106.218697,106.843697,105.9375,106.5625,73.327629,5481900,0.009473061
3/11/1998,106.968697,107.3125,106.781197,107.0625,73.671631,3439600,0.004692082
3/12/1998,107.093697,107.593697,106.5,107.5,73.972702,3191300,0.004086398
3/13/1998,107.843697,108,106.875,107.093697,73.693108,2879400,-0.003779563
3/16/1998,107.843697,108.375,107.531197,108.25,74.488815,3223600,0.010797115
3/17/1998,108.3125,108.5625,107.656197,108.5625,74.703804,4581900,0.002886836
3/18/1998,108.25,108.968697,108.031197,108.968697,74.983337,1944100,0.003741596
3/19/1998,108.968697,109.375,108.656197,109.25,75.176895,2554800,0.002581503
3/20/1998,109.5625,110.1875,108.875,109.875,75.824173,3123300,0.005720824
3/23/1998,109.718697,110.3125,109.406197,109.625,75.651703,4453100,-0.002275313
3/24/1998,110.0625,110.8125,109.9375,110.5625,76.29866,3333600,0.008551881
3/25/1998,111.406197,111.531197,109.1875,110.156197,76.018272,4597600,-0.003674872
3/26/1998,109.875,110.75,109.625,110.093697,75.975128,3333500,-0.000567376
3/27/1998,110.75,110.781197,109,109.625,75.651703,2611300,-0.004257256
3/30/1998,109.625,110.093697,108.968697,109.5625,75.608551,3108700,-0.000570125
3/31/1998,110.156197,111.1875,109.75,109.9375,75.867355,5926500,0.003422704
4/1/1998,110.3125,111.078102,109.406197,110.828102,76.481934,2929000,0.008100985
4/2/1998,110.9375,112.25,110.75,112.031197,77.312202,3920900,0.010855505
4/3/1998,112.343697,112.8125,111.843697,112.593697,77.700371,3787600,0.005020923
4/6/1998,113.25,113.375,111.6875,111.6875,77.075027,4550500,-0.008048381
4/7/1998,111.75,111.9375,110.156197,110.9375,76.557442,5583700,-0.006715165
4/8/1998,111.218697,111.281197,109.75,110.3125,76.126137,4854800,-0.005633803
4/9/1998,110.5625,111.281197,110.531197,111.1875,76.729988,4481200,0.007932011
4/13/1998,111.375,111.375,110,110.875,76.514336,4350200,-0.002810568
4/14/1998,111.125,111.8125,110.906197,111.8125,77.16127,3279100,0.008455468
4/15/1998,111.968697,112.125,111.156197,112.125,77.376953,3867200,0.002794857
4/16/1998,111.3125,111.5,110.5,110.8125,76.471146,7177900,-0.011705686
4/17/1998,110.718697,112.4375,110.4375,112.281197,77.484772,5688800,0.013253893
4/20/1998,112,112.5625,111.875,112.25,77.463196,3688300,-0.000277847
4/21/1998,112.4375,113.156197,111.906197,112.781197,77.829765,4573200,0.004732267
4/22/1998,112.875,113.4375,112.8125,113.093697,78.045433,2386100,0.002770852
4/23/1998,112.625,113,111.75,112,77.29068,5062000,-0.009670716
4/24/1998,111.75,112.468697,110.343697,110.8125,76.471146,11039700,-0.010602679
4/27/1998,109.375,109.6875,107.625,108.718697,75.026237,14510200,-0.018895007
4/28/1998,109.781197,109.8125,108.125,108.5625,74.91848,6511400,-0.001436708
4/29/1998,109.031197,109.968697,108.4375,109.3125,75.436035,7703100,0.006908463
4/30/1998,110.5625,111.921799,110.406197,111.343697,76.837784,8684500,0.018581562
5/1/1998,111.75,112.593697,111.3125,112.593697,77.700371,4008800,0.0112265
5/4/1998,112.718697,113.3125,112.156197,112.3125,77.506317,4537200,-0.002497449
